kind	id	a	b	t0	r2_or_tfail	extra
fit	8	9.999999999408743	0.004927366682516991	1.480809705919659	0.983166844066943	6.492129987689326
fit	9	9.999878841646428	0.0026732697421378068	2.0933358931265045	0.99438432103625	11.330304281636668
fit	10	9.999999999999998	0.00246927339603098	0.0	0.6011561769741325	9.999950847913974
fit	11	9.999999996495538	0.002062924339072657	2.881830049509224	0.9848159055773859	14.851543204388657
fit	12	0.16658112905408146	0.09071234113700871	1.983221209830196	0.9828432088779405	12.087676308894471
fit	14	9.9999999999678	0.004094627234341193	1.111944825442734	0.9414444625105303	7.142435802339433
unit	id	sigma	S	a	b	t0	t_fail	t_alarm	hit	fa_rate
unit	179	1	1.3204525009121781	1.849384465237552	12.91869710442501	0.037232868507807104	8.228127027386316	8.742912286269227	1.1611111111111112	1	nan
unit	180	0	0.08329095362678211	7.845857503657191	5.734570922746894	0.006026543234641124	nan	nan	nan	0	174.2
unit	181	1	0.07003120857964042	9.03106919272778	304.11274072021655	0.0004672977780342568	1.0158816318954769	2.7743446119481296	0.14166666666666666	1	nan
unit	182	0	0.07044084803853763	8.652551455057065	3.4504133733939413	0.008844925718334864	nan	nan	nan	0	459.45
unit	183	1	0.07114186903476657	8.67536969930431	3.3226050556054365	0.005049850685934093	45.69502995077481	60.060980767672774	0.1	1	nan
unit	184	0	0.07889793219269021	8.499716642980067	6.2175910665607255	0.006074828251740167	nan	nan	nan	0	593.15
unit	185	1	0.07509129666073337	8.448810807808941	0.6603859451267963	0.0012525531137866095	77.30787989168492	333.6197217881569	0.0125	0	nan
unit	186	0	0.06983644824742441	8.933652988792224	14.314508046579968	0.01803974594687855	nan	nan	nan	0	312.85
unit	187	1	0.07889793219269021	8.499716642980067	3.010510186389652	0.008002570772363113	52.887583275531824	62.856144973828435	0.16111111111111112	1	nan
unit	188	0	0.07987593590847152	8.014140759840798	2.5984690950844684	0.011971097088682207	nan	nan	nan	0	187.95
unit	189	1	0.06617259937531154	8.92814831892865	3.406768741897049	0.012314446696599968	88.35356345124708	94.10417838111623	0.06527777777777778	1	nan
unit	190	0	0.07353800740971879	8.566532747463366	31.53418866754428	0.002001409372242837	nan	nan	nan	0	34.35
unit	191	1	0.06570933727675661	8.085177409598394	27.20987478395137	0.0003288562139473458	14.444401060347555	42.255611713551104	0.006944444444444444	1	nan
unit	192	0	0.06901479245493092	9.20419497808617	0.4233585054847425	0.0069439254555481965	nan	nan	nan	0	485.75
unit	193	1	0.0713143835022201	9.023670076799482	0.2580986125397985	0.01067154939056546	33.666587940968455	97.137579085933	0.002777777777777778	1	nan
unit	194	0	0.07368534337228515	8.428932672355476	0.8657994191578354	0.0005423506547789207	nan	nan	nan	0	558.3
unit	195	1	0.06945089529985875	9.022742269823246	24.061203024044513	0.00426760346864128	40.535489912438074	42.95759020386917	0.016666666666666666	1	nan
unit	196	0	0.0918794841646453	7.659592484860813	0.8284981514929699	0.0022459285924013362	nan	nan	nan	0	655.25
unit	197	1	0.07114186903476657	8.67536969930431	3.0779686565380424	0.0072085051149413885	8.60281993720642	19.43616905163125	0.19166666666666668	1	nan
unit	198	0	0.07889793219269021	8.499716642980067	0.8875733663868581	0.0016253490294669305	nan	nan	nan	0	349.3
unit	199	1	0.07353800740971879	8.566532747463366	11.185843573772202	0.024688129951507896	53.79306296689022	54.688375159914145	0.058333333333333334	1	nan
unit	200	0	0.06901479245493092	9.20419497808617	9.504550389355137	0.015221082844347594	nan	nan	nan	0	228.15
unit	201	1	0.07034099306314577	8.930675626709197	12.884886574804698	0.0004072352871306619	89.96236524723132	137.15067919814948	0.375	1	nan
unit	202	0	0.07987593590847152	8.014140759840798	20.966859711668615	0.0030535363060803255	nan	nan	nan	0	320.55
unit	203	1	0.06901479245493092	9.20419497808617	0.6410269824184455	0.005840967850805837	44.635324684771845	101.0135086484945	0.2847222222222222	1	nan
unit	204	0	0.0675836924517922	9.494772358585028	5.3772297080617095	0.0033936170560089174	nan	nan	nan	0	610.05
unit	205	1	0.07889793219269021	8.499716642980067	0.4267834301354889	0.0007648553462474703	17.645561318610113	620.4714844265044	0.06111111111111111	0	nan
unit	206	0	0.07889793219269021	8.499716642980067	7.33573438323727	0.019169393978411994	nan	nan	nan	0	244.75
unit	207	1	0.06540208768606372	9.515689123814024	15.066428227053672	0.001177830903465934	99.60718579957133	113.57949729743915	0.34444444444444444	1	nan
unit	208	0	0.07353800740971879	8.566532747463366	44.978575403377064	0.02007121655176633	nan	nan	nan	0	26.65
unit	209	1	0.1104994487895336	5.867510368605203	3.9780030805464284	0.0007742732596675629	49.66548917604672	128.38426323353121	0.0875	1	nan
unit	210	0	0.2791776079740415	3.163557797834569	12.831990264868125	0.008826624929135659	nan	nan	nan	0	350.2
unit	211	1	0.07114186903476657	8.67536969930431	25.767072328584277	0.036444711424057794	19.08674523893682	19.351681898020598	0.8069444444444445	1	nan
unit	212	0	0.06861560537297894	9.219327591281345	31.954767608146593	0.014358617824879934	nan	nan	nan	0	164.05
unit	213	1	0.06617259937531154	8.92814831892865	4.495608493500788	0.1280134607275789	56.47551652577091	56.89827388631317	0.022222222222222223	1	nan
unit	214	0	0.0981777050517521	6.852359935060013	12.381762964222993	0.010357265329329726	nan	nan	nan	0	522.7
unit	215	1	0.07044084803853763	8.652551455057065	6.744894484263295	0.0001684118323858746	99.70733719785945	315.8125659590602	0.18611111111111112	0	nan
unit	216	0	0.07044084803853763	8.652551455057065	0.621053411839015	0.0020265428103615197	nan	nan	nan	0	229.45
unit	217	1	0.43684887945814554	2.2241310401199943	71.43958540065009	0.00042866595279951735	60.430705005254	68.58006119248364	0.0375	1	nan
unit	218	0	0.2791776079740415	3.163557797834569	5.044953360466331	0.021388473151532333	nan	nan	nan	0	126.85
unit	219	1	0.08235991544572548	8.816557300274935	0.6626251640618883	0.005580449996277631	40.57839286239376	97.94218529081394	0.16666666666666666	1	nan
unit	220	0	0.08628542398493783	8.361438060979085	5.447226868619277	0.07361910294966077	nan	nan	nan	0	291.1
unit	221	1	0.06617259937531154	8.92814831892865	13.584363004948301	0.0010628629856538623	37.1541081506821	54.31174553781776	0.10694444444444444	1	nan
unit	222	0	0.06570933727675661	8.085177409598394	2.17254986189432	0.018135544451703907	nan	nan	nan	0	322.1
unit	223	1	0.43684887945814554	2.2241310401199943	6.68237082746731	0.01657270297053718	59.994158126622715	62.21039446618214	0.05555555555555555	1	nan
unit	224	0	0.17150235877700495	4.7662767211909225	0.8506249582094809	0.0034787929369850335	nan	nan	nan	0	241.85
unit	225	1	0.06901479245493092	9.20419497808617	5.392883750690431	0.0004840879589734896	36.02010559395178	129.6290805384112	0.1361111111111111	1	nan
unit	226	0	0.06617259937531154	8.92814831892865	82.20853368563472	0.008465090884420165	nan	nan	nan	0	557.4
unit	227	1	0.06983644824742441	8.933652988792224	16.86981304589096	0.014763814234582182	6.776008333521061	7.772406401980808	0.4013888888888889	1	nan
unit	228	0	0.07003120857964042	9.03106919272778	74.01865167937609	0.011639320000801399	nan	nan	nan	0	532.8
unit	229	1	0.07353800740971879	8.566532747463366	5.1454034743286945	0.00728701701286589	52.52239275700658	59.033094689977816	0.3333333333333333	1	nan
unit	230	0	0.47051878617467896	1.8354805616078302	15.662033478420273	0.007711863972494927	nan	nan	nan	0	473.4
unit	231	1	0.08628542398493783	8.361438060979085	29.59108740288861	0.0010987162887297576	72.22271772278049	79.8798364324046	0.008333333333333333	1	nan
unit	232	0	0.07044084803853763	8.652551455057065	14.630358634763862	0.00024092813982443917	nan	nan	nan	0	206.25
unit	233	1	0.0713143835022201	9.023670076799482	11.98737055136616	0.012774768776439823	36.46269582045061	38.078442345186595	0.9277777777777778	1	nan
unit	234	0	0.0675836924517922	9.494772358585028	11.086905247628549	0.004183701488245593	nan	nan	nan	0	316.35
unit	235	1	0.47051878617467896	1.8354805616078302	0.5393501427129397	0.0017139882341612525	89.70288356010263	311.90104091152085	0.11805555555555555	0	nan
unit	236	0	0.06983644824742441	8.933652988792224	1.4488179704237223	0.007368730677684578	nan	nan	nan	0	285.6
unit	237	1	0.07441020346924392	7.329060131644633	3.205429759921838	0.0595419354579263	44.74666105300928	46.00796814497837	0.2847222222222222	1	nan
unit	238	0	0.07368534337228515	8.428932672355476	0.42458706392687656	0.02073527744202915	nan	nan	nan	0	2.9
unit	239	1	0.06983644824742441	8.933652988792224	0.6228537737828735	0.0031690976670602122	55.410096622283675	161.8934873294409	0.8333333333333334	1	nan
unit	240	0	0.07003120857964042	9.03106919272778	1.6812112425206214	0.011369524877656408	nan	nan	nan	0	332.95
unit	241	1	0.07987593590847152	8.014140759840798	5.129008340313997	0.0006803215220197111	56.908468088608416	126.86318474385085	0.30277777777777776	1	nan
unit	242	0	0.06271659177689277	8.94459617454187	6.041014865287186	0.014746262548808352	nan	nan	nan	0	85.7
unit	243	1	0.06983644824742441	8.933652988792224	3.329058128772825	0.0009434674603886486	43.317834258466014	120.06690780287349	0.07361111111111111	1	nan
unit	244	0	0.07199640505015065	8.991666639725787	27.72736758206206	0.03280693212219077	nan	nan	nan	0	502.8
unit	245	1	0.07509129666073337	8.448810807808941	122.78999659251959	0.032075309430974294	82.5848046647836	82.64821563968549	0.001388888888888889	1	nan
unit	246	0	0.08972075944477054	8.532005144513137	2.327320287197394	0.004365542936396896	nan	nan	nan	0	266.6
unit	247	1	1.3204525009121781	1.849384465237552	6.9315025772668575	0.0035648801251946826	53.84268906405308	63.781879360910274	5.1125	1	nan
unit	248	0	0.0981777050517521	6.852359935060013	52.45341642801973	0.000357658372845483	nan	nan	nan	0	348.85
unit	249	1	0.5998237311057958	1.6316276612167815	22.03715965136873	0.018276630851885745	61.380537788258636	61.99775267847675	0.17083333333333334	1	nan
unit	250	0	0.17150235877700495	4.7662767211909225	1.3605849138819268	0.00042687820138825525	nan	nan	nan	0	185.75
unit	251	1	0.06983644824742441	8.933652988792224	3.665152636237564	0.039262101117746126	14.397004026243819	16.07761542712013	0.2625	1	nan
unit	252	0	0.07353800740971879	8.566532747463366	1.2274284672413815	0.005856347051184097	nan	nan	nan	0	444.15
unit	253	1	0.07114186903476657	8.67536969930431	0.8767420547413929	0.02208520451514819	78.80775765316982	90.16707212466063	0.12361111111111112	1	nan
unit	254	0	0.06861560537297894	9.219327591281345	0.5595669648937482	0.000910374140282344	nan	nan	nan	0	559.6
unit	255	1	0.08628542398493783	8.361438060979085	5.761644700360722	0.05386654824305221	6.52556225602235	7.314092446157928	0.2861111111111111	1	nan
unit	256	0	0.07034099306314577	8.930675626709197	0.9065117359691537	0.013343390182711898	nan	nan	nan	0	626.6
unit	257	1	0.07199640505015065	8.991666639725787	5.013007909485075	0.04889279968453799	90.41023060574351	91.40560402385199	0.6972222222222222	1	nan
unit	258	0	0.07003120857964042	9.03106919272778	0.6987705111782815	0.0717997207839571	nan	nan	nan	0	178.85
unit	259	1	0.07441020346924392	7.329060131644633	0.8960752462253544	0.004569303636976466	32.20600397748193	86.05976046661866	0.1375	1	nan
unit	260	0	0.0675836924517922	9.494772358585028	0.5345998445463152	0.03041277873501463	nan	nan	nan	0	276.55
unit	261	1	0.06945089529985875	9.022742269823246	5.279304795156241	0.0005620438341568998	61.67304863534482	143.99344464863256	0.5208333333333334	1	nan
unit	262	0	0.1104994487895336	5.867510368605203	14.903141276324588	0.007474719864837745	nan	nan	nan	0	206.3
unit	263	1	0.08235991544572548	8.816557300274935	5.863570215627284	0.001083539470310874	87.2212857547712	125.75449763717307	0.38055555555555554	1	nan
unit	264	0	0.07353800740971879	8.566532747463366	0.10649655745018183	0.006266570678176994	nan	nan	nan	0	591.8
unit	265	1	0.07172854276038826	8.946408935785406	4.4493480346929974	0.005614096787976171	37.078709954368016	46.816021003488814	0.15833333333333333	1	nan
unit	266	0	0.07651666925824759	8.73794474760024	13.03385178214791	0.09942286111776527	nan	nan	nan	0	624.3
unit	267	1	0.07987593590847152	8.014140759840798	0.8016843868148903	0.0027850773925060983	57.06802626504369	154.52791686607878	0.07083333333333333	1	nan
unit	268	0	0.08972075944477054	8.532005144513137	22.266163395379227	0.0010990556072502503	nan	nan	nan	0	65.5
unit	269	1	0.07509129666073337	8.448810807808941	0.049729684268118905	0.002716169804716213	44.41079166166038	705.7387355630958	0.0763888888888889	0	nan
unit	270	0	0.06271659177689277	8.94459617454187	0.4761969192246351	0.0021365327200434476	nan	nan	nan	0	128.45
unit	271	1	0.47051878617467896	1.8354805616078302	1.4350507845777405	0.019590301064632575	72.61089331107532	80.80859601613155	0.2125	1	nan
unit	272	0	0.07353800740971879	8.566532747463366	0.7483020613420164	0.02782780453819733	nan	nan	nan	0	166.4
unit	273	1	0.06540208768606372	9.515689123814024	11.817630604573315	0.007516650509108386	62.94425918924199	65.72929966525946	0.37083333333333335	1	nan
unit	274	0	0.08329095362678211	7.845857503657191	4.163784570676128	0.013843609221248984	nan	nan	nan	0	284.6
unit	275	1	0.06271659177689277	8.94459617454187	95.2648483320446	0.011149294174543212	70.2868186146999	70.52188510577963	0.1	1	nan
unit	276	0	0.08972075944477054	8.532005144513137	2.210837555151015	0.020963814849236036	nan	nan	nan	0	15.05
unit	277	1	0.43684887945814554	2.2241310401199943	14.328604510376932	0.011861751372577696	56.86308109426175	58.32131050342692	0.12361111111111112	1	nan
unit	278	0	0.07889793219269021	8.499716642980067	2.066936651970321	0.006074168179609411	nan	nan	nan	0	487.05
unit	279	1	0.0675836924517922	9.494772358585028	185.19579495656507	0.029463462183306175	52.12521056220785	52.17099650292204	0.019444444444444445	1	nan
unit	280	0	0.07987593590847152	8.014140759840798	1.4493040498660064	0.0009969642993502717	nan	nan	nan	0	400.05
unit	281	1	0.06617259937531154	8.92814831892865	1.0635629948649719	0.002973159547992435	19.3996130144958	90.40781075605038	0.06527777777777778	1	nan
unit	282	0	0.06861560537297894	9.219327591281345	24.05397703413553	0.005718735869044026	nan	nan	nan	0	648.9
unit	283	1	0.08972075944477054	8.532005144513137	27.904691434091916	0.002427251445192519	69.79263992684064	73.46723765799764	0.6555555555555556	1	nan
unit	284	0	0.07987593590847152	8.014140759840798	6.08644634480191	0.011201133487994104	nan	nan	nan	0	270.15
unit	285	1	0.07353800740971879	8.566532747463366	118.95798721675368	0.06358892901098302	83.89925931163526	83.93227413189582	0.23333333333333334	1	nan
unit	286	0	0.06293562568174967	9.307313720240804	6.033035129895262	0.0016138982325605068	nan	nan	nan	0	284.35
unit	287	1	0.06540208768606372	9.515689123814024	7.29634923683596	0.009957203122891662	64.81369010401127	68.19714855036135	0.018055555555555554	1	nan
unit	288	0	0.47051878617467896	1.8354805616078302	4.187396317602207	0.0026385400295093047	nan	nan	nan	0	374.45
unit	289	1	0.07199640505015065	8.991666639725787	2.443176407101204	0.0038553396025785705	30.9553267418326	56.224778629549775	0.029166666666666667	1	nan
unit	290	0	1.3204525009121781	1.849384465237552	1.1600976437652155	0.0024015134013011565	nan	nan	nan	0	123.05
unit	291	1	0.07034099306314577	8.930675626709197	5.151825890504293	0.004114686746664977	41.003427169434104	52.51969402533155	0.008333333333333333	1	nan
unit	292	0	0.07889793219269021	8.499716642980067	0.1372012318877331	0.004756925052761379	nan	nan	nan	0	156.3
unit	293	1	0.08235991544572548	8.816557300274935	21.73955352080674	0.006182430497068449	98.73171753504806	100.58117728513194	0.8930555555555556	1	nan
unit	294	0	0.07651666925824759	8.73794474760024	362.8908468394585	0.0009901683243959108	nan	nan	nan	0	569.35
unit	295	1	0.06293562568174967	9.307313720240804	0.19675557943354965	0.008191221625378902	57.679843371894115	157.79304205271922	0.36666666666666664	1	nan
unit	296	0	0.07509129666073337	8.448810807808941	53.35574233228094	0.007017289928544213	nan	nan	nan	0	460.05
unit	297	1	0.06901479245493092	9.20419497808617	1.2470526821990409	0.009857367739393205	32.356313243039104	50.892233636867786	0.26805555555555555	1	nan
unit	298	0	0.08567542351293418	8.472590372355025	7.842885538521225	0.00420507125770929	nan	nan	nan	0	674.85
unit	299	1	0.07987593590847152	8.014140759840798	0.9922832694351637	0.007479310777642954	85.87482196873565	115.91738845778522	0.5194444444444445	1	nan
unit	300	0	0.0918794841646453	7.659592484860813	13.477260518811043	0.00615711033284762	nan	nan	nan	0	129.6
unit	301	1	0.07651666925824759	8.73794474760024	4.7843355514652535	0.012596185696322464	36.68374376351328	40.727380321422444	0.475	1	nan
unit	302	0	0.241511327416282	4.075903805078148	2.122941878635846	0.0035788913614503747	nan	nan	nan	0	328.4
unit	303	1	0.43684887945814554	2.2241310401199943	3.0862836402776277	0.0025630342731378427	26.21821846668757	56.60791871191189	0.6194444444444445	1	nan
unit	304	0	0.07987593590847152	8.014140759840798	0.8485593845813414	0.04643649014588803	nan	nan	nan	0	580.0
unit	305	1	0.241511327416282	4.075903805078148	8.579033882961262	0.010732096393646126	9.94444110729138	12.620925592860534	0.12361111111111112	1	nan
unit	306	0	0.07003120857964042	9.03106919272778	35.610505259490395	0.013270570315501487	nan	nan	nan	0	127.15
unit	307	1	0.07441020346924392	7.329060131644633	10.120107620435984	0.00131536145320848	27.74343409835367	46.29582663684185	0.40694444444444444	1	nan
unit	308	0	0.06945089529985875	9.022742269823246	7.863695149096444	0.02292532828212172	nan	nan	nan	0	209.15
unit	309	1	0.07353800740971879	8.566532747463366	14.559750003658435	0.0059585095768483025	78.01007554572537	80.86731276852397	0.06111111111111111	1	nan
unit	310	0	0.06540208768606372	9.515689123814024	1.564898888903191	0.0332243845665802	nan	nan	nan	0	138.3
unit	311	1	0.06983644824742441	8.933652988792224	337.4140625916756	0.0026120589166185636	18.195860335142665	18.47941253441558	0.4527777777777778	1	nan
unit	312	0	0.06861560537297894	9.219327591281345	0.3953470826066257	0.0010789148911122168	nan	nan	nan	0	646.55
unit	313	1	0.07509129666073337	8.448810807808941	425.35345250192756	0.018165782677570505	46.33636818940054	46.368713277312395	0.49583333333333335	1	nan
unit	314	0	0.07034099306314577	8.930675626709197	16.411725657057183	0.004869388799352492	nan	nan	nan	0	572.2
unit	315	1	0.47051878617467896	1.8354805616078302	15.629054918777173	0.0027425258689163993	94.09676466335141	99.88313245694457	0.044444444444444446	1	nan
unit	316	0	0.06983644824742441	8.933652988792224	42.339916452166285	0.014963022412892784	nan	nan	nan	0	248.85
unit	317	1	0.1104994487895336	5.867510368605203	0.5653177659747048	0.0013985342633464834	14.827880450396476	276.6662587056464	0.0375	0	nan
unit	318	0	0.08628542398493783	8.361438060979085	5.280100995025446	0.21571263455604084	nan	nan	nan	0	459.9
unit	319	1	0.07003120857964042	9.03106919272778	5.657957679151189	0.0030463047446953953	99.57227276268594	113.76560269132332	0.008333333333333333	1	nan
unit	320	0	0.08972075944477054	8.532005144513137	12.901259165348966	0.0015639770798789017	nan	nan	nan	0	408.35
unit	321	1	0.0713143835022201	9.023670076799482	0.600357112855333	0.001199009851632066	66.85058019828858	357.1999274502951	0.9680555555555556	0	nan
unit	322	0	0.07353800740971879	8.566532747463366	6.008726952339894	0.0716896412879161	nan	nan	nan	0	503.8
unit	323	1	0.08567542351293418	8.472590372355025	5.4775984742165456	0.0064281277956363	74.21124062054153	81.15409545636409	0.08333333333333333	1	nan
unit	324	0	0.07353800740971879	8.566532747463366	9.800247626447026	0.010275369584223119	nan	nan	nan	0	320.15
unit	325	1	0.06901479245493092	9.20419497808617	3.48423910864244	0.0010936158303181444	65.0335360212718	128.39618087471183	0.8111111111111111	1	nan
unit	326	0	0.0918794841646453	7.659592484860813	8.876572901500706	0.001436559706823072	nan	nan	nan	0	69.05
unit	327	1	0.07509129666073337	8.448810807808941	13.055637894910445	0.01577110910976877	8.036194727183076	9.23888656548874	0.15138888888888888	1	nan
unit	328	0	0.08972075944477054	8.532005144513137	7.637465080487536	0.0022936809906477784	nan	nan	nan	0	251.0
unit	329	1	0.0981777050517521	6.852359935060013	4.638640718596677	0.008861374685842565	65.00047460435508	70.92426411866127	0.10972222222222222	1	nan
unit	330	0	0.07172854276038826	8.946408935785406	1.9158285653076892	0.004137716776809143	nan	nan	nan	0	361.95
unit	331	1	0.06945089529985875	9.022742269823246	1.0476758126076064	0.002953704847930687	63.10732780988363	135.55892335300672	0.9263888888888889	1	nan
unit	332	0	0.0675836924517922	9.494772358585028	9.26258464067089	0.0013434430604158203	nan	nan	nan	0	679.9
unit	333	1	0.07034099306314577	8.930675626709197	22.525072489845805	0.003970632930715717	74.7881951591149	77.56800495729279	0.11944444444444445	1	nan
unit	334	0	0.07368534337228515	8.428932672355476	8.660386928552354	0.0031021740932064435	nan	nan	nan	0	489.25
unit	335	1	0.47051878617467896	1.8354805616078302	0.19367134229122787	0.0015024306131075922	97.14690138466757	648.8671941592236	0.06805555555555555	0	nan
unit	336	0	0.08567542351293418	8.472590372355025	0.32492414966756417	0.022320835224839523	nan	nan	nan	0	403.25
unit	337	1	0.08687594411065401	8.141955282701556	4.822126044223443	0.0041900529742778065	9.277271190901285	21.340400058700933	0.18194444444444444	1	nan
unit	338	0	0.0918794841646453	7.659592484860813	0.5434899387337611	0.0029270162485869372	nan	nan	nan	0	511.25
unit	339	1	0.0713143835022201	9.023670076799482	0.7972496689229601	0.034674911457102046	60.35138178012121	68.21743656179827	0.25277777777777777	1	nan
unit	340	0	0.07987593590847152	8.014140759840798	0.512675625840815	0.0018077227428658152	nan	nan	nan	0	351.55
unit	341	1	0.07044084803853763	8.652551455057065	7.429381499796249	0.01451792374818307	49.796272711681326	52.07596497206368	0.37777777777777777	1	nan
unit	342	0	0.08628542398493783	8.361438060979085	0.22623667954455035	0.04820292719586951	nan	nan	nan	0	240.45
unit	343	1	0.241511327416282	4.075903805078148	32.48063687746663	0.003269657308269817	29.682992872359197	32.02801644104581	0.0	1	nan
unit	344	0	0.17150235877700495	4.7662767211909225	19.366349612338855	0.003713616797753357	nan	nan	nan	0	572.95
unit	345	1	0.07368534337228515	8.428932672355476	0.6827901604456567	0.0038629255077953094	89.45059115952087	170.21649935069468	0.04722222222222222	1	nan
unit	346	0	0.06901479245493092	9.20419497808617	17.20727364333014	0.0029787092314252	nan	nan	nan	0	536.25
unit	347	1	0.2791776079740415	3.163557797834569	0.916059816927917	0.0005038501080436945	42.08228303093288	521.0024972862421	0.12361111111111112	0	nan
unit	348	0	0.08628542398493783	8.361438060979085	0.3351249063554975	0.005994284766397666	nan	nan	nan	0	314.2
unit	349	1	0.08972075944477054	8.532005144513137	1.8335787171449844	0.01759270580642159	91.14651940936274	98.4118777602025	0.02361111111111111	1	nan
unit	350	0	0.0675836924517922	9.494772358585028	23.05498638716903	0.018607829461923322	nan	nan	nan	0	637.0
unit	351	1	0.06540208768606372	9.515689123814024	8.443854390731792	0.008344340005547703	28.679205311701974	32.17588670674859	0.36944444444444446	1	nan
unit	352	0	0.07987593590847152	8.014140759840798	185.0159780891828	0.01286933900103569	nan	nan	nan	0	395.45
unit	353	1	0.07441020346924392	7.329060131644633	1.1429167309422223	0.000996233865749734	60.66936864146105	259.2335734830864	0.7444444444444445	0	nan
unit	354	0	0.07441020346924392	7.329060131644633	42.76803097162598	0.0033582440129118277	nan	nan	nan	0	473.4
unit	355	1	0.08567542351293418	8.472590372355025	3.3923443079677353	0.01374481431736605	15.126437983419226	20.29975605721182	1.6527777777777777	1	nan
unit	356	0	0.07441020346924392	7.329060131644633	3.6628927935210656	0.04059539699900446	nan	nan	nan	0	483.45
unit	357	1	0.08567542351293418	8.472590372355025	8.670954449991827	0.013744280771857362	57.23533122180603	59.303396566370566	0.12916666666666668	1	nan
unit	358	0	0.07353800740971879	8.566532747463366	20.513544201707752	0.00021864981538918324	nan	nan	nan	0	372.55
unit	359	1	0.06983644824742441	8.933652988792224	1.9233389974604136	0.0005248417471009796	13.84702489379504	246.6828412794197	0.006944444444444444	0	nan
unit	360	0	0.43684887945814554	2.2241310401199943	2.0025005755090874	0.006930975811174895	nan	nan	nan	0	232.25
unit	361	1	0.43684887945814554	2.2241310401199943	1.7793417314067486	0.0007811904306381617	32.36429755644073	200.65615441749603	0.03611111111111111	0	nan
unit	362	0	0.5998237311057958	1.6316276612167815	1.5810898437587373	0.0047813753090355975	nan	nan	nan	0	441.25
unit	363	1	0.0918794841646453	7.659592484860813	1.044303859226691	0.00899029412485885	63.097167465234484	86.96985585326291	0.09444444444444444	1	nan
unit	364	0	0.06901479245493092	9.20419497808617	22.796117876233975	0.00044510481782908244	nan	nan	nan	0	432.4
unit	365	1	0.17150235877700495	4.7662767211909225	103.5416973398885	0.0022818836812440297	67.84239887247568	68.8992345200277	0.15138888888888888	1	nan
unit	366	0	0.08329095362678211	7.845857503657191	1.4937810274897718	0.0006344282266607993	nan	nan	nan	0	107.35
unit	367	1	0.07172854276038826	8.946408935785406	22.42625753379936	0.10328411905303561	86.45115675868914	86.5584914575757	0.07361111111111111	1	nan
unit	368	0	0.06570933727675661	8.085177409598394	2.580215361659533	0.001016298449936449	nan	nan	nan	0	108.9
unit	369	1	0.07044084803853763	8.652551455057065	9.79886865010174	0.00262093652274679	60.58838728427661	70.20064636622622	0.425	1	nan
unit	370	0	0.06293562568174967	9.307313720240804	3.393140029587521	0.0038535442995050865	nan	nan	nan	0	536.8
unit	371	1	0.08567542351293418	8.472590372355025	1.6460857149736043	0.0034421458019405675	15.003867038258662	56.08040581853157	0.2263888888888889	1	nan
unit	372	0	0.08628542398493783	8.361438060979085	13.195545381821189	0.00047932937534957024	nan	nan	nan	0	136.05
unit	373	1	0.0675836924517922	9.494772358585028	8.364630100170576	0.0007942281513087574	75.794412613136	112.87420986509414	0.08333333333333333	1	nan
unit	374	0	0.06570933727675661	8.085177409598394	1.3217274180852205	0.0002717262845232352	nan	nan	nan	0	151.45
unit	375	1	0.07987593590847152	8.014140759840798	0.16863723075184917	0.005475137763239798	8.730001968534301	174.79977817117634	0.12638888888888888	1	nan
unit	376	0	0.07199640505015065	8.991666639725787	3.5650321952861432	0.03484246731841872	nan	nan	nan	0	194.45
unit	377	1	0.0918794841646453	7.659592484860813	1.3805680935325593	0.0012171155369255725	84.54767716269382	221.29180395179813	0.022222222222222223	0	nan
unit	378	0	0.08972075944477054	8.532005144513137	2.574827758742137	0.010015264140171601	nan	nan	nan	0	591.15
unit	379	1	0.2791776079740415	3.163557797834569	2.0615049290527745	0.010497284300651336	69.54963980623852	80.45365358779972	0.9347222222222222	1	nan
unit	380	0	1.3204525009121781	1.849384465237552	0.27714734268780217	0.046477297304319216	nan	nan	nan	0	204.65
unit	381	1	0.07199640505015065	8.991666639725787	2.2711144586861756	0.0030717111915144544	17.93764123096615	51.93510413733955	0.13472222222222222	1	nan
unit	382	0	0.07353800740971879	8.566532747463366	1.3372245608818698	0.010256357716865854	nan	nan	nan	0	135.35
unit	383	1	0.07441020346924392	7.329060131644633	0.4256513098323404	0.001955308951547868	49.301063467865994	285.60982642043103	0.09861111111111111	0	nan
unit	384	0	0.06983644824742441	8.933652988792224	7.016120974956629	0.027933197934842554	nan	nan	nan	0	119.4
unit	385	1	0.0713143835022201	9.023670076799482	1.8116345016173916	0.00040414057726472554	97.4509558304909	417.31400719763747	0.02361111111111111	0	nan
unit	386	0	0.07003120857964042	9.03106919272778	27.048256069827467	0.002412758700784215	nan	nan	nan	0	689.35
unit	387	1	0.06861560537297894	9.219327591281345	3.4251630058246763	0.014661832694017034	85.09415323342706	89.89903847216873	0.4083333333333333	1	nan
unit	388	0	0.47051878617467896	1.8354805616078302	0.19267760569737405	0.0008356061211548398	nan	nan	nan	0	399.45
unit	389	1	0.06945089529985875	9.022742269823246	5.349395682991942	0.03455055705791236	58.6795839385421	60.001562047672074	0.09722222222222222	1	nan
unit	390	0	0.06540208768606372	9.515689123814024	2.192267920682259	0.002615570856139286	nan	nan	nan	0	310.45
unit	391	1	0.06861560537297894	9.219327591281345	1.0239039208232024	0.009371075773692339	51.64778423921834	74.96030985754902	0.08055555555555556	1	nan
