cmplid	elapsed_s	elapsed_kind	persist	recovery
1453449		none	unreadable	unreadable
1454627		none	until_reset	ignition
1454813		none	unreadable	unreadable
1455429		none	until_reset	ignition
1455732		none	until_reset	ignition
1456543		none	unreadable	spontaneous
1457167		none	until_reset	ignition
1457313		none	until_reset	ignition
1458258		none	until_reset	ignition
1458552		none	unreadable	unreadable
1458706		none	until_reset	ignition
1460467		none	unreadable	unreadable
1460473		none	until_reset	ignition
1461145		none	momentary	unreadable
1461863		none	unreadable	unreadable
1462842		none	until_reset	ignition
1465555		none	unreadable	unreadable
1466084		none	unreadable	unreadable
1467778		none	unreadable	unreadable
1467908		none	until_reset	ignition
1468726		none	unreadable	unreadable
1470417		none	unreadable	unreadable
1470595		none	unreadable	unreadable
1471338		none	until_reset	ignition
1474040		none	unreadable	spontaneous
1474847		none	unreadable	unreadable
1476774		none	until_reset	ignition
1477160		none	unreadable	unreadable
1477364		none	until_reset	ignition
1477902		none	unreadable	unreadable
1480161		none	unreadable	unreadable
1481049		none	unreadable	unreadable
1485023		none	momentary	unreadable
1488112		none	unreadable	unreadable
1490090		none	momentary	spontaneous
1492244		none	until_reset	ignition
1492710		none	unreadable	spontaneous
1493293		none	unreadable	unreadable
1493525		none	unreadable	unreadable
1493749		none	unreadable	unreadable
1494731		none	until_reset	ignition
1497277		none	unreadable	unreadable
1497804		none	until_reset	ignition
1499348		none	unreadable	unreadable
1499369		none	until_reset	ignition
1499746		none	until_reset	ignition
1500082		none	momentary	spontaneous
1500997		none	unreadable	unreadable
1501209		none	until_reset	rest_or_cool
1505721		none	unreadable	unreadable
1505747		none	unreadable	unreadable
1506094		none	until_reset	ignition
1506517		none	until_reset	ignition
1506928		none	until_reset	ignition
1506942		none	until_reset	ignition
1508271		none	unreadable	spontaneous
1509356		none	unreadable	unreadable
1509824		none	until_reset	ignition
1515001		none	momentary	unreadable
1515962		none	unreadable	unreadable
1516184		none	until_reset	ignition
1519585		none	until_reset	ignition
1520081		none	until_reset	ignition
1521233		none	unreadable	unreadable
1521761		none	unreadable	unreadable
1521854		none	unreadable	unreadable
1524775		none	unreadable	unreadable
1525812		none	unreadable	unreadable
1530394		none	until_reset	ignition
1530744		none	unreadable	unreadable
1530820		none	until_reset	ignition
1531769		none	until_reset	ignition
1531781		none	until_reset	ignition
1532238		none	until_reset	ignition
1532685		none	unreadable	unreadable
1533105		none	until_reset	ignition
1534832		none	until_reset	rest_or_cool
1535144		none	unreadable	unreadable
1535639		none	until_reset	ignition
1535992		none	unreadable	unreadable
1536897		none	unreadable	unreadable
1537441		none	until_reset	rest_or_cool
1538774		none	unreadable	spontaneous
1538976		none	until_reset	ignition
1539343		none	until_reset	ignition
1540439		none	until_reset	rest_or_cool
1540691		none	until_reset	ignition
1541917		none	until_reset	ignition
1542253		none	unreadable	unreadable
1542473		none	until_reset	ignition
1544267		none	until_reset	ignition
1546016		none	unreadable	unreadable
1546109		none	until_reset	ignition
1547857		none	unreadable	unreadable
1548044		none	unreadable	unreadable
1548293		none	unreadable	unreadable
1548732		none	until_reset	ignition
1548924		none	until_reset	ignition
1549221		none	unreadable	unreadable
1549743		none	unreadable	unreadable
1549966		none	until_reset	ignition
1549975		none	until_reset	ignition
1550128		none	unreadable	unreadable
1550977		none	unreadable	unreadable
1551745		none	unreadable	unreadable
1551942		none	unreadable	unreadable
1552347		none	unreadable	unreadable
1552443		none	until_reset	ignition
1552580		none	unreadable	unreadable
1552870		none	until_reset	ignition
1553358		none	until_reset	ignition
1553742		none	unreadable	unreadable
1554347		none	momentary	unreadable
1555746		none	until_reset	ignition
1556639		none	until_reset	ignition
1556738		none	until_reset	ignition
1556940		none	unreadable	unreadable
1559287		none	until_reset	ignition
1559689		none	unreadable	unreadable
1559956		none	unreadable	unreadable
1559971		none	until_reset	ignition
1560599		none	until_reset	ignition
1561156		none	until_reset	ignition
1562094		none	unreadable	unreadable
1564074		none	until_reset	ignition
1564316		none	unreadable	unreadable
1564609		none	unreadable	unreadable
1568308		none	unreadable	unreadable
1569741		none	unreadable	unreadable
1573258		none	unreadable	unreadable
1573354		none	until_reset	ignition
1573798		none	unreadable	unreadable
1573879	30	time	unreadable	unreadable
1574073		none	until_reset	rest_or_cool
1575320		none	until_reset	ignition
1576628		none	unreadable	unreadable
1577133		none	until_reset	ignition
1577379		none	until_reset	ignition
1579115		none	unreadable	spontaneous
1580874		none	until_reset	ignition
1582697		none	until_reset	ignition
1583211		none	unreadable	unreadable
1586475		none	until_reset	ignition
1589144		none	momentary	unreadable
1590429		none	unreadable	unreadable
1590578		none	unreadable	unreadable
1591330		none	unreadable	unreadable
1591805		none	unreadable	unreadable
1593901		none	unreadable	unreadable
1596194		none	until_reset	ignition
1596550		none	until_reset	ignition
1596634		none	unreadable	unreadable
1597169		none	unreadable	unreadable
1599460		none	until_reset	ignition
1600438		none	unreadable	unreadable
1600866		none	momentary	unreadable
1603258		none	unreadable	unreadable
1604699		none	unreadable	unreadable
1604710		none	until_reset	ignition
1605783		none	until_reset	ignition
1606154		none	unreadable	unreadable
1606764		none	unreadable	unreadable
1607236		none	unreadable	unreadable
1608233		none	unreadable	unreadable
1608630		none	until_reset	ignition
1608832		none	until_reset	ignition
1609892		none	unreadable	unreadable
1610023		none	until_reset	ignition
1610033		none	until_reset	ignition
1610440		none	unreadable	unreadable
1610876		none	unreadable	unreadable
1611422		none	unreadable	unreadable
1611945		none	unreadable	unreadable
1612677		none	until_reset	ignition
1613216		none	until_reset	ignition
1616323		none	until_reset	ignition
1616909		none	unreadable	unreadable
1617576		none	until_reset	ignition
1618485		none	unreadable	unreadable
1618639		none	until_reset	ignition
1620510		none	until_reset	ignition
1621193		none	unreadable	unreadable
1621299		none	until_reset	ignition
1622964		none	unreadable	unreadable
1623696		none	unreadable	unreadable
1624431		none	unreadable	unreadable
1625168		none	unreadable	unreadable
1625523		none	unreadable	unreadable
1628120		none	momentary	unreadable
1628584		none	until_reset	ignition
1629418		none	unreadable	unreadable
1630031		none	unreadable	spontaneous
1631925		none	unreadable	unreadable
1632273		none	until_reset	ignition
1633130		none	until_reset	ignition
1633558	60	time	unreadable	spontaneous
1634410		none	unreadable	unreadable
1635061		none	unreadable	unreadable
1635525		none	momentary	unreadable
1635965		none	unreadable	unreadable
1636121		none	momentary	unreadable
1636573		none	until_reset	ignition
1636726		none	unreadable	unreadable
1636858		none	until_reset	ignition
1637359		none	unreadable	unreadable
1637817		none	unreadable	unreadable
1638444		none	unreadable	spontaneous
1638454		none	unreadable	unreadable
1639369		none	unreadable	unreadable
1640826		none	unreadable	unreadable
1640966		none	until_reset	ignition
1642002		none	unreadable	unreadable
1642127		none	until_reset	ignition
1642515		none	until_reset	ignition
1643336		none	unreadable	unreadable
1643353		none	until_reset	ignition
1643608		none	unreadable	unreadable
1644808		none	unreadable	unreadable
1645519	1800	time	momentary	unreadable
1646655		none	unreadable	unreadable
1647066		none	until_reset	ignition
1647253		none	unreadable	unreadable
1647834		none	unreadable	unreadable
1648719		none	until_reset	ignition
1649835		none	until_reset	ignition
1650142		none	until_reset	ignition
1650702		none	unreadable	unreadable
1651410		none	unreadable	unreadable
1652575		none	unreadable	unreadable
1653644		none	until_reset	ignition
1656621		none	until_reset	ignition
1658608		none	until_reset	ignition
1659276		none	until_reset	ignition
1660424		none	momentary	unreadable
1660503		none	unreadable	unreadable
1664164		none	unreadable	unreadable
1667022		none	until_reset	ignition
1667282		none	unreadable	unreadable
1667747		none	until_reset	ignition
1669356		none	unreadable	unreadable
1671167		none	unreadable	unreadable
1671987		none	unreadable	unreadable
1672141		none	momentary	unreadable
1672866		mile	unreadable	unreadable
1674335		none	until_reset	ignition
1674783		none	unreadable	unreadable
1676215		none	unreadable	unreadable
1676759		none	unreadable	unreadable
1676793		none	unreadable	unreadable
1678956		none	unreadable	unreadable
1680115		none	until_reset	rest_or_cool
1682604		none	unreadable	unreadable
1683061		none	until_reset	ignition
1683146		none	until_reset	ignition
1685827		none	until_reset	rest_or_cool
1685950		none	until_reset	ignition
1689285		none	unreadable	unreadable
1690031		none	unreadable	unreadable
1693147		none	unreadable	unreadable
1694370		none	unreadable	unreadable
1698201		none	until_reset	ignition
1698216		none	until_reset	ignition
1698954		none	until_reset	ignition
1699848		none	until_reset	rest_or_cool
1701637		none	unreadable	unreadable
1707235		none	until_reset	ignition
1708363		none	unreadable	unreadable
1709399		none	until_reset	ignition
1710000		none	until_reset	ignition
1713225		none	until_reset	rest_or_cool
1713618		none	unreadable	unreadable
1715112		none	unreadable	unreadable
1716217		none	unreadable	unreadable
1718128		none	until_reset	ignition
1718130		none	until_reset	ignition
1718967		none	unreadable	unreadable
1720597		none	unreadable	unreadable
1721128		none	until_reset	ignition
1721705		none	unreadable	spontaneous
1724468		none	until_reset	ignition
1728401		none	until_reset	ignition
1728742		none	unreadable	unreadable
1730184		none	unreadable	unreadable
1731197		none	unreadable	unreadable
1732355		none	unreadable	unreadable
1732547		none	until_reset	ignition
1734792		none	unreadable	unreadable
1736309		none	until_reset	ignition
1737770		none	until_reset	ignition
1738473		none	unreadable	unreadable
1738556		none	until_reset	ignition
1740607		none	unreadable	unreadable
1745112		none	unreadable	unreadable
1746229		none	unreadable	unreadable
1749751		none	unreadable	unreadable
1750573		none	unreadable	unreadable
1751262		none	unreadable	unreadable
1751722		none	unreadable	unreadable
1752318		none	unreadable	unreadable
1752735		none	unreadable	unreadable
1754141		none	unreadable	unreadable
1754705		none	unreadable	unreadable
1757191		none	unreadable	unreadable
1757366		none	unreadable	unreadable
1758202		none	unreadable	unreadable
1760028		none	until_reset	ignition
1760434		none	until_reset	ignition
1760643		none	unreadable	unreadable
1761255		none	unreadable	unreadable
1761410		none	unreadable	unreadable
1764747		none	unreadable	unreadable
1765182		none	unreadable	unreadable
1766264		none	unreadable	unreadable
1766526		none	unreadable	unreadable
1766738		none	unreadable	unreadable
1767605		none	unreadable	unreadable
1768378		none	unreadable	unreadable
1768618		none	unreadable	unreadable
1770987		none	momentary	spontaneous
1771242		none	until_reset	ignition
1772047		none	until_reset	ignition
1773333		none	unreadable	unreadable
1775031		none	momentary	unreadable
1775916		none	unreadable	unreadable
1777631		none	unreadable	unreadable
1778624		none	unreadable	unreadable
1779119		none	unreadable	spontaneous
1780686		none	until_reset	ignition
1781472		none	unreadable	unreadable
1782251		none	unreadable	unreadable
1782435		none	until_reset	rest_or_cool
1782853		none	unreadable	unreadable
1783602		none	unreadable	unreadable
1785770		none	until_reset	ignition
1788156		none	until_reset	rest_or_cool
1788712		none	until_reset	ignition
1788723		none	unreadable	unreadable
1789041		none	until_reset	ignition
1789057		none	unreadable	unreadable
1789318		none	unreadable	unreadable
1790697		none	unreadable	unreadable
1790864		none	until_reset	ignition
1791133		none	unreadable	unreadable
1791628		none	unreadable	unreadable
1792304		none	unreadable	unreadable
1792832		none	until_reset	ignition
1793409		none	unreadable	unreadable
1793459		none	unreadable	unreadable
1794759		none	unreadable	unreadable
1796707		none	until_reset	ignition
1796905		none	until_reset	ignition
1798202		none	unreadable	unreadable
1798853		none	unreadable	unreadable
1799255		none	unreadable	unreadable
1799671		none	until_reset	ignition
1799925		none	momentary	spontaneous
1800011		none	unreadable	unreadable
1800068		none	unreadable	unreadable
1800507		none	momentary	unreadable
1800782		none	unreadable	unreadable
1802533		none	until_reset	ignition
1803573		none	unreadable	unreadable
1803806		none	unreadable	unreadable
1804175		none	unreadable	unreadable
1805348		none	unreadable	unreadable
1805619		none	unreadable	unreadable
1806198		none	until_reset	rest_or_cool
1807180		none	unreadable	unreadable
1807444	1200	time	unreadable	spontaneous
1807852		none	until_reset	ignition
1807911		none	unreadable	unreadable
1808085		none	until_reset	ignition
1808934		none	until_reset	ignition
1809731		none	unreadable	unreadable
1810552		none	unreadable	unreadable
1812193		none	unreadable	unreadable
1813225		none	until_reset	rest_or_cool
1813396		none	unreadable	unreadable
1813812		none	unreadable	unreadable
1814570		none	unreadable	unreadable
1814651		none	unreadable	unreadable
1815193		none	until_reset	rest_or_cool
1815470		none	until_reset	ignition
1815664		none	until_reset	ignition
1818927		none	unreadable	unreadable
1818972		none	unreadable	unreadable
1819759		none	unreadable	unreadable
1821311		none	unreadable	unreadable
1822065		none	unreadable	unreadable
1825551		none	unreadable	unreadable
1826787		none	unreadable	unreadable
1826831		none	until_reset	ignition
1828340		none	unreadable	unreadable
1829610		none	momentary	unreadable
1833334		none	unreadable	unreadable
1833832		none	until_reset	rest_or_cool
1834360		none	unreadable	unreadable
1835363		none	until_reset	ignition
1835869		none	unreadable	unreadable
1837362		none	unreadable	unreadable
1837847		none	until_reset	ignition
1837848		none	until_reset	ignition
1838132		none	momentary	spontaneous
1840207		none	until_reset	ignition
1841872		none	unreadable	unreadable
1841933		none	unreadable	unreadable
1842597		none	until_reset	ignition
1843001		none	momentary	unreadable
1843067		none	until_reset	ignition
1843091		none	unreadable	unreadable
1843399		none	until_reset	ignition
1844066		none	until_reset	ignition
1844600		none	unreadable	unreadable
1848283		none	unreadable	unreadable
1849377		none	unreadable	spontaneous
1850463		none	unreadable	unreadable
1850952		none	unreadable	unreadable
1851199		none	until_reset	rest_or_cool
1852733		none	unreadable	unreadable
1856661		none	until_reset	ignition
1857161		none	unreadable	unreadable
1857888		none	until_reset	ignition
1858390		none	unreadable	unreadable
1860301		none	unreadable	unreadable
1860606		none	unreadable	unreadable
1861020		none	unreadable	unreadable
1861152		none	unreadable	unreadable
1861828	1800	time	momentary	unreadable
1861883		none	unreadable	unreadable
1864480		none	unreadable	unreadable
1867314		none	unreadable	unreadable
1868812		none	unreadable	unreadable
1871240		none	unreadable	unreadable
1871257		none	until_reset	ignition
1871648		none	until_reset	ignition
1872417		none	unreadable	unreadable
1872441		none	unreadable	unreadable
1873309		none	unreadable	unreadable
1873322		none	until_reset	ignition
1873335		none	until_reset	ignition
1873448		none	until_reset	ignition
1873772		none	until_reset	ignition
1875727		none	until_reset	ignition
1875884		none	until_reset	ignition
1876691		none	unreadable	unreadable
1876855		none	unreadable	unreadable
1879242		none	until_reset	ignition
1879759		none	until_reset	ignition
1882104		none	unreadable	unreadable
1882473		none	unreadable	unreadable
1882737		none	until_reset	ignition
1883961	60	time	until_reset	ignition
1884169		none	unreadable	unreadable
1884325		none	unreadable	unreadable
1885125		none	unreadable	unreadable
1885260		none	unreadable	unreadable
1885520		none	unreadable	spontaneous
1887062		none	until_reset	ignition
1887103		none	unreadable	unreadable
1887322		none	unreadable	unreadable
1887401		none	unreadable	unreadable
1890032		none	until_reset	ignition
1890214		none	until_reset	ignition
1891735		none	unreadable	unreadable
1891749		none	unreadable	unreadable
1892097		none	until_reset	ignition
1892118		none	unreadable	spontaneous
1893577		none	until_reset	ignition
1894219		none	until_reset	ignition
1895641		none	unreadable	unreadable
1895784		none	unreadable	unreadable
1900117		none	unreadable	unreadable
1900292		none	until_reset	rest_or_cool
1905506		none	unreadable	unreadable
1906138		none	until_reset	ignition
1907899		none	unreadable	unreadable
1908520		none	until_reset	ignition
1910307		none	unreadable	unreadable
1911601		none	momentary	unreadable
1913718		none	unreadable	unreadable
1916729		none	until_reset	ignition
1916977		none	unreadable	unreadable
1917382		none	unreadable	unreadable
1917421		none	until_reset	ignition
1917615		none	unreadable	unreadable
1917668		none	unreadable	unreadable
1918040		none	unreadable	unreadable
1919194		none	until_reset	ignition
1921162		none	unreadable	unreadable
1921539		none	momentary	spontaneous
1922632		none	unreadable	unreadable
1923561		none	until_reset	ignition
1923878		none	until_reset	ignition
1923903		none	until_reset	ignition
1924265		none	unreadable	unreadable
1925703		none	unreadable	unreadable
1925736		none	unreadable	unreadable
1925884		none	unreadable	unreadable
1925932		none	unreadable	unreadable
1925933		none	unreadable	unreadable
1926264		none	unreadable	unreadable
1926648		none	unreadable	unreadable
1927554		none	unreadable	unreadable
1928143		none	unreadable	unreadable
1928394		none	unreadable	unreadable
1929205		none	until_reset	ignition
1929581		none	until_reset	rest_or_cool
1930839		none	unreadable	unreadable
1931359		none	unreadable	spontaneous
1931866		none	until_reset	ignition
1931940		none	unreadable	unreadable
1931974		none	unreadable	unreadable
1933551		none	unreadable	unreadable
1934376		none	until_reset	ignition
1934469		none	until_reset	ignition
1934666		none	unreadable	unreadable
1935535		none	unreadable	unreadable
1936260		none	until_reset	ignition
1936694		none	unreadable	unreadable
1937815		none	until_reset	ignition
1939186		none	unreadable	unreadable
1939353		none	momentary	spontaneous
1939753		none	unreadable	unreadable
1939960		none	unreadable	unreadable
1940641		none	unreadable	unreadable
1941080		none	unreadable	unreadable
1941148		none	until_reset	ignition
1941288		none	until_reset	ignition
1941892		none	until_reset	ignition
1943706		none	unreadable	unreadable
1944236		none	unreadable	unreadable
1944399		none	momentary	unreadable
1944641		none	until_reset	rest_or_cool
1945194		none	unreadable	unreadable
1946056		none	unreadable	unreadable
1947894		none	unreadable	spontaneous
1948290		none	unreadable	unreadable
1948722		none	until_reset	ignition
1950155		none	unreadable	unreadable
1950957		none	unreadable	unreadable
1952346		none	until_reset	ignition
1952782		none	unreadable	unreadable
1955275		none	unreadable	unreadable
1955555		none	until_reset	ignition
1956271		none	until_reset	ignition
1956316		none	unreadable	spontaneous
1957389		none	until_reset	ignition
1957612		none	unreadable	unreadable
1959265		none	unreadable	unreadable
1960488		none	momentary	unreadable
1961075		none	momentary	spontaneous
1961336		none	unreadable	spontaneous
1962197		none	unreadable	spontaneous
1962450		none	until_reset	ignition
1962745		none	until_reset	ignition
1962940		none	until_reset	ignition
1963946		none	unreadable	unreadable
1964313		none	momentary	unreadable
1964986		none	momentary	unreadable
1965144		none	until_reset	ignition
1965688		none	momentary	unreadable
1966227		none	unreadable	unreadable
1966511		none	momentary	unreadable
1967533		none	unreadable	unreadable
1967657		none	unreadable	unreadable
1968856		none	until_reset	ignition
1970132		none	unreadable	unreadable
1971861		none	momentary	spontaneous
1974098		none	unreadable	unreadable
1974152		none	unreadable	unreadable
1974369		none	unreadable	unreadable
1976352		none	unreadable	unreadable
1978050		none	unreadable	unreadable
1979334		none	unreadable	unreadable
1983435		none	until_reset	ignition
1986244	172800	time	unreadable	unreadable
1986530		none	until_reset	ignition
1987797		none	unreadable	unreadable
1988464		none	until_reset	ignition
1989202		none	until_reset	ignition
1989297		none	unreadable	unreadable
1989878		none	unreadable	unreadable
1989992		none	until_reset	ignition
1991550		none	unreadable	unreadable
1992001		none	unreadable	unreadable
1992172		none	unreadable	unreadable
1992492		none	unreadable	unreadable
1995022		none	until_reset	rest_or_cool
1995581		none	until_reset	ignition
1996288		none	unreadable	unreadable
1996311		none	until_reset	ignition
1998235		none	unreadable	unreadable
1998511		none	unreadable	unreadable
1998783		none	unreadable	unreadable
1999695		none	unreadable	unreadable
2001629		none	unreadable	unreadable
2001691		none	unreadable	unreadable
2001838		none	unreadable	unreadable
2002125		none	momentary	unreadable
2003718		none	until_reset	ignition
2005220		none	unreadable	unreadable
2006478		none	momentary	unreadable
2009263		none	until_reset	ignition
2009351		none	until_reset	ignition
2010232	5400	time	until_reset	rest_or_cool
2010923		none	unreadable	spontaneous
2011354		none	until_reset	ignition
2011855		none	until_reset	rest_or_cool
2013940		none	until_reset	ignition
2015505		none	unreadable	unreadable
2016140		none	until_reset	ignition
2019089		none	until_reset	ignition
2019399		none	unreadable	unreadable
2019963		none	until_reset	ignition
2024058		none	unreadable	unreadable
2028522		none	unreadable	unreadable
2028564		none	unreadable	unreadable
2028605		none	until_reset	ignition
2028892		none	until_reset	ignition
2029617		none	until_reset	ignition
2029941		none	unreadable	unreadable
2030327		none	until_reset	ignition
2034134		none	unreadable	unreadable
2036045		none	unreadable	unreadable
2036222		none	until_reset	ignition
2040190		none	until_reset	ignition
2040273		none	until_reset	ignition
2041552		none	unreadable	unreadable
2041598		none	unreadable	unreadable
2042233		none	unreadable	unreadable
2043228		none	unreadable	unreadable
2043375		none	until_reset	ignition
2043858		none	unreadable	unreadable
2044949		none	unreadable	unreadable
2045176		none	unreadable	unreadable
2047898		none	unreadable	unreadable
2048866		none	unreadable	unreadable
2049015		none	unreadable	spontaneous
2050223		none	unreadable	unreadable
2051048		none	unreadable	unreadable
2052494		none	until_reset	ignition
2057078		none	until_reset	ignition
2057180		none	until_reset	rest_or_cool
2059213		none	unreadable	unreadable
2061107		none	until_reset	ignition
2062191		none	until_reset	ignition
2062254		none	until_reset	ignition
2062525		none	until_reset	ignition
2063597		none	unreadable	unreadable
2064141	86400	time	until_reset	ignition
2064386		none	unreadable	unreadable
2064461		none	unreadable	unreadable
2065823		none	unreadable	unreadable
2067604		none	unreadable	unreadable
2068699		none	unreadable	unreadable
2069585		none	unreadable	unreadable
2072382		none	unreadable	unreadable
2072821		none	unreadable	unreadable
2073241		none	until_reset	ignition
2073332		none	momentary	unreadable
2074926		none	until_reset	ignition
2074939		none	unreadable	spontaneous
2075337		none	unreadable	unreadable
2075670		none	unreadable	unreadable
2076022		none	until_reset	rest_or_cool
2076671		none	unreadable	spontaneous
2078402		none	unreadable	unreadable
2079255		none	until_reset	ignition
2081835		none	until_reset	ignition
2082531		none	unreadable	unreadable
2082771		none	unreadable	unreadable
2083072		none	unreadable	unreadable
2084601		none	until_reset	ignition
2085755		none	until_reset	ignition
2085982		none	unreadable	unreadable
2086121		none	unreadable	unreadable
2086625		none	unreadable	unreadable
2089161		none	unreadable	unreadable
2089545		none	until_reset	ignition
2089703		none	unreadable	unreadable
2092353		none	unreadable	unreadable
2093749		none	until_reset	ignition
2093812		none	unreadable	unreadable
2093998		none	unreadable	unreadable
2094001		none	unreadable	unreadable
2094693		none	unreadable	spontaneous
2095201		none	until_reset	ignition
2097273		none	unreadable	unreadable
2097444		none	until_reset	ignition
2097596		none	until_reset	ignition
2100009		none	unreadable	unreadable
2100123		none	until_reset	ignition
2100138		none	unreadable	unreadable
2101647		none	unreadable	unreadable
2102403		none	unreadable	unreadable
2107280		none	unreadable	unreadable
2108701		none	until_reset	ignition
2109329		none	until_reset	rest_or_cool
2109495		none	momentary	unreadable
2109595		none	unreadable	unreadable
2110312		none	unreadable	unreadable
2111640		none	unreadable	unreadable
2112970		none	unreadable	spontaneous
2114338		none	until_reset	rest_or_cool
2114577		none	unreadable	unreadable
2115044		none	unreadable	unreadable
2115285		none	until_reset	ignition
2117990		none	unreadable	unreadable
2120447		none	unreadable	unreadable
2121954		none	unreadable	unreadable
2123821		none	until_reset	ignition
2124391		none	until_reset	rest_or_cool
2124585	3600	time	until_reset	ignition
2126257		none	unreadable	unreadable
2126782		none	unreadable	unreadable
2127704		none	unreadable	unreadable
2132648		none	until_reset	ignition
2133847		none	unreadable	unreadable
2136752		none	unreadable	unreadable
2136754		none	until_reset	ignition
2140403		none	unreadable	unreadable
2140948		none	unreadable	unreadable
2142766		none	unreadable	unreadable
2142886		none	until_reset	ignition
2143397		none	unreadable	unreadable
2146454		none	until_reset	ignition
2147282		none	unreadable	unreadable
2148990		none	unreadable	unreadable
2150954		none	unreadable	unreadable
2153893		none	unreadable	unreadable
2154057		none	until_reset	ignition
2154095		none	until_reset	ignition
2155132		none	unreadable	unreadable
2155804		none	until_reset	ignition
2155926		none	until_reset	ignition
2157152		none	momentary	unreadable
2157303		none	unreadable	unreadable
2161516		none	unreadable	unreadable
2163501		none	unreadable	unreadable
2163864		none	until_reset	ignition
2165789		none	until_reset	ignition
2166154		none	momentary	unreadable
2166318		none	unreadable	unreadable
2168119		none	unreadable	unreadable
2171602	86400	time	until_reset	ignition
2173716		none	unreadable	unreadable
2173807		none	unreadable	unreadable
2175726		none	until_reset	ignition
2181580		none	unreadable	unreadable
2182701		none	unreadable	unreadable
2183113		none	momentary	unreadable
2183133		none	unreadable	unreadable
2184601		none	unreadable	unreadable
2186097		none	unreadable	unreadable
2187455		none	unreadable	unreadable
2187782		none	unreadable	unreadable
2188296		none	unreadable	unreadable
2188488		none	unreadable	unreadable
2189403		none	unreadable	unreadable
2191245		none	unreadable	unreadable
2192340		none	unreadable	spontaneous
2193114		none	until_reset	ignition
2193556		none	unreadable	unreadable
2195444		none	until_reset	ignition
2196300		none	unreadable	unreadable
2200510		none	unreadable	unreadable
2202791		none	unreadable	unreadable
2202901		none	unreadable	unreadable
2204281		none	until_reset	ignition
2204446		none	unreadable	unreadable
2205474		none	until_reset	rest_or_cool
2206152		none	unreadable	spontaneous
2208118		none	unreadable	unreadable
2208869		none	unreadable	unreadable
2209672		none	unreadable	spontaneous
2210345		none	unreadable	spontaneous
2210651		none	unreadable	spontaneous
2213537		none	until_reset	ignition
2213707		none	unreadable	unreadable
2214534		none	until_reset	ignition
2214978		none	unreadable	unreadable
2218877		none	until_reset	ignition
2219038		none	momentary	unreadable
2219189		none	until_reset	ignition
2219963		none	until_reset	ignition
2221187		none	unreadable	spontaneous
