segment	bias	drift	asymmetry	lag	gain_dev	hf_noise	z_bias	z_drift	z_asymmetry	z_lag	z_gain_dev	z_hf_noise	max_abs_z	top_feature	n_valid	v_mean
00749	0.00188	0.00014	0.05531	0.2	-0.22208	0.04111	0.75606	0.49561	0.95509	0.67449	-4.77922	0.39722	4.77922	gain_dev	600	16.2062
00750	0.00538	-9e-05	0.0076	0.0	-0.00566	0.02666	1.83926	-0.34701	-0.55443	-0.67449	0.68858	-0.61915	1.83926	bias	599	23.63617
00751	-0.00035	0.00055	0.14239	0.2	-0.06798	0.05217	0.06531	2.01203	3.70988	0.67449	-0.88592	1.17542	3.70988	asymmetry	599	24.53564
00752	-0.00144	0.0001		0.1	-0.00417	0.01965	-0.27477	0.35715		0.0	0.7262	-1.11178	1.11178	hf_noise	335	7.22036
00753	-0.0009	-1e-05		0.1	-0.12094	0.0074	-0.10806	-0.04971		0.0	-2.22392	-1.97361	2.22392	gain_dev	384	9.9667
00754	-0.00366	1e-05	0.0082	0.1	-0.01917	0.03326	-0.96078	0.02086	-0.53528	0.0	0.34727	-0.15449	0.96078	bias	599	23.86326
00755	0.0008	0.00015	-0.01816	0.1	-0.00546	0.02639	0.42025	0.53445	-1.36916	0.0	0.69359	-0.63798	1.36916	asymmetry	599	10.46553
00756	-0.00393	-0.00015	0.0184	0.0	-0.01632	0.01966	-1.04461	-0.57277	-0.21257	-0.67449	0.41922	-1.11099	1.11099	hf_noise	539	10.29349
00757	0.00198	0.00021	0.0682	0.1	-0.08703	0.03089	0.78723	0.74148	1.36272	0.0	-1.36721	-0.32117	1.36721	gain_dev	599	19.94955
00758	-0.00091	-0.0001		0.2	-0.50765	0.02257	-0.10837	-0.3956		0.67449	-11.9941	-0.90689	11.9941	gain_dev	600	29.67274
00759	-0.00485	0.00054	0.0222	0.0	-0.01577	0.03492	-1.33156	1.98945	-0.0925	-0.67449	0.43306	-0.03807	1.98945	drift	599	27.01403
00760	0.00455	0.00029		0.1	-0.08084	0.04292	1.58162	1.04399		0.0	-1.2109	0.52456	1.58162	bias	599	27.23839
00761	-0.00036	-1e-05		0.1	-0.05503	0.01056	0.06013	-0.07282		0.0	-0.55885	-1.7516	1.7516	hf_noise	388	11.90145
00762	-0.0046	1e-05	0.02038	0.1	-0.00427	0.03754	-1.25243	0.00892	-0.15	0.0	0.72374	0.146	1.25243	bias	601	16.61284
00763	0.00378	-0.00025		0.2	-0.04405	0.02155	1.34428	-0.9331		0.67449	-0.28144	-0.97861	1.34428	bias	600	21.51757
00764	-0.00057	3e-05	0.00704	0.0	0.0023	0.01147	-0.00527	0.10411	-0.57209	-0.67449	0.88973	-1.6875	1.6875	hf_noise	545	9.12193
00765	0.00279	0.00054	0.01025	0.1	-0.00637	0.03919	1.03581	1.97522	-0.47057	0.0	0.67048	0.2625	1.97522	drift	599	29.26666
00766	-0.00023	-0.0001	0.00484	0.1	-0.04306	0.03645	0.10183	-0.40052	-0.64166	0.0	-0.2563	0.06997	0.64166	asymmetry	600	23.54207
00767	0.00015	0.00012		0.2	-0.40929	0.01378	0.2177	0.40903		0.67449	-9.50923	-1.52473	9.50923	gain_dev	600	10.36934
00768	0.00484	0.0006	0.04289	0.1	-0.03366	0.02964	1.67268	2.18714	0.56226	0.0	-0.01898	-0.40925	2.18714	drift	600	25.8592
00769	-0.00023	-8e-05		0.2	-0.18976	0.01053	0.10213	-0.32147		0.67449	-3.96279	-1.75342	3.96279	gain_dev	599	15.9991
00770	-0.00139	0.00061	-0.00137	0.1	-0.01057	0.03104	-0.25985	2.23956	-0.83806	0.0	0.5644	-0.31055	2.23956	drift	600	20.02251
00772	-0.00072	-1e-05		0.1	-0.03246	0.00675	-0.05073	-0.06663		0.0	0.01155	-2.01952	2.01952	hf_noise	306	6.40511
00773	0.00396	-0.00043	0.00955	0.0	-0.00421	0.0295	1.39898	-1.6238	-0.49251	-0.67449	0.72519	-0.41916	1.6238	drift	599	15.29202
00774	0.0005	-0.00019		0.2	-0.06334	0.02224	0.32867	-0.72863		0.67449	-0.76881	-0.92996	0.92996	hf_noise	600	23.22602
00775	0.00039	-0.00015	0.01868	0.2	-0.01707	0.04224	0.29479	-0.56104	-0.20393	0.67449	0.4003	0.47656	0.67449	lag	600	26.45236
00776	-0.00207	-4e-05		0.2	-0.54829	0.01848	-0.46829	-0.16468		0.67449	-13.02096	-1.19442	13.02096	gain_dev	386	17.63145
00777	-0.00218	-0.00024	-0.00628	0.1	0.05742	0.00795	-0.50227	-0.89696	-0.99343	0.0	2.28232	-1.935	2.28232	gain_dev	341	6.44818
00778	0.00394	-0.00022	-0.00324	0.1	-0.02323	0.01802	1.39341	-0.83541	-0.89716	0.0	0.24466	-1.22642	1.39341	bias	452	8.86679
00779	-0.00206	0.00013	0.01088	0.1	-0.00621	0.0423	-0.46594	0.46513	-0.4504	0.0	0.67471	0.48105	0.67471	gain_dev	600	14.97671
00780	-0.0059	1e-05	0.04805	0.1	-0.07376	0.03722	-1.65661	0.01908	0.72533	0.0	-1.03189	0.12403	1.65661	bias	599	20.55751
00781	5e-05	0.00016	0.03461	0.1	-0.07373	0.03036	0.18929	0.57518	0.30024	0.0	-1.03128	-0.3584	1.03128	gain_dev	599	15.71521
00782	0.00051	0.00017		0.2	-0.31051	0.0236	0.33031	0.59322		0.67449	-7.01341	-0.83429	7.01341	gain_dev	600	26.63463
00783	-0.01037	1e-05		0.2	-0.09493	0.05277	-3.04291	0.00401		0.67449	-1.56678	1.21777	3.04291	bias	599	31.30183
00784	-0.00997	-0.0	0.01407	0.0	-0.02901	0.04108	-2.91682	-0.03676	-0.34966	-0.67449	0.09868	0.39525	2.91682	bias	599	19.1141
00785	-0.00042	-0.0	0.00236	0.1	0.00045	0.01776	0.0433	-0.03375	-0.72002	0.0	0.84283	-1.24472	1.24472	hf_noise	599	17.19503
00786	-0.00581	-0.00102	0.05556	0.2	-0.08115	0.08081	-1.62794	-3.77916	0.96294	0.67449	-1.21876	3.18989	3.77916	drift	600	24.06403
00787	-0.01102	-0.00078	0.06594	0.0	-0.02152	0.05089	-3.24487	-2.90214	1.2914	-0.67449	0.28784	1.08555	3.24487	bias	600	21.20615
00788	-0.00154	-0.00047		0.2	-0.26811	0.03183	-0.3035	-1.77017		0.67449	-5.94233	-0.25544	5.94233	gain_dev	600	29.05316
00789	-0.00576	0.00081	0.00738	0.0	-0.00604	0.05395	-1.6115	2.9619	-0.56126	-0.67449	0.6789	1.3003	2.9619	drift	599	24.13273
00790	-0.0015	-0.00027		0.2	-0.08799	0.02363	-0.29379	-1.03678		0.67449	-1.39147	-0.8317	1.39147	gain_dev	599	23.79397
00791	2e-05	-0.00015		0.2	-0.07705	0.04352	0.17992	-0.58075		0.67449	-1.11516	0.56685	1.11516	gain_dev	599	34.05276
00792	-0.00083	-0.00013	0.0332	0.0	-0.02195	0.02214	-0.08582	-0.50167	0.25552	-0.67449	0.27699	-0.93667	0.93667	hf_noise	600	20.60654
00793	-0.00041	6e-05		0.2	-0.07161	0.00779	0.04675	0.19505		0.67449	-0.97756	-1.94575	1.94575	hf_noise	573	11.21785
00794	0.00073	-0.00106	0.0834	0.1	-0.02394	0.08196	0.39976	-3.94343	1.84364	0.0	0.22679	3.27035	3.94343	drift	600	24.49272
00795	0.00408	0.0004	0.04235	0.1	-0.05613	0.05234	1.4361	1.44528	0.54489	0.0	-0.58654	1.18723	1.44528	drift	599	27.21477
00796	0.00257	-8e-05	0.04531	0.1	-0.0448	0.01808	0.96878	-0.31652	0.63861	0.0	-0.30044	-1.22245	1.22245	hf_noise	599	10.32192
00797	0.0004	-8e-05		0.2	-0.18878	0.0219	0.29588	-0.3004		0.67449	-3.93797	-0.95371	3.93797	gain_dev	599	21.23454
00798	-0.00162	9e-05	0.04251	0.0	-0.01366	0.03719	-0.32834	0.324	0.55008	-0.67449	0.4863	0.12143	0.67449	lag	600	14.56036
00799	0.00478	-0.00057	-0.00697	0.1	0.02839	0.03554	1.65546	-2.14424	-1.01523	0.0	1.54875	0.00549	2.14424	drift	600	17.1987
00800	-0.00413	0.0004	0.03825	0.1	-0.0258	0.03991	-1.10914	1.45379	0.41526	0.0	0.17965	0.31279	1.45379	drift	600	25.9853
00801	-0.00815	-0.0008		0.1	-0.09519	0.02158	-2.35435	-2.99075		0.0	-1.57333	-0.9764	2.99075	drift	340	17.66546
00803	0.00091	-0.00031	-0.00512	0.0	0.00098	0.03358	0.45481	-1.174	-0.95677	-0.67449	0.85639	-0.1321	1.174	drift	599	20.45299
00804	-0.00192	1e-05		0.1	-0.04424	0.00858	-0.42411	0.02119		0.0	-0.28606	-1.8902	1.8902	hf_noise	397	9.84979
00805	-0.00472	-0.001		0.2	-0.04546	0.02177	-1.29178	-3.72633		0.67449	-0.31694	-0.9625	3.72633	drift	303	19.98963
00806	-0.00261	0.00038	0.02317	0.1	-0.00859	0.05734	-0.63752	1.39773	-0.06188	0.0	0.61444	1.53923	1.53923	hf_noise	600	23.39425
00807	-0.00083	7e-05		0.2	-0.21589	0.02116	-0.08438	0.22364		0.67449	-4.62298	-1.00547	4.62298	gain_dev	599	20.71364
00808	-0.00225	-8e-05		0.2	-0.13148	0.04161	-0.52423	-0.33068		0.67449	-2.49028	0.43269	2.49028	gain_dev	600	27.76078
00809	-0.00526	7e-05	0.01162	0.0	-0.00797	0.0427	-1.45833	0.25161	-0.42705	-0.67449	0.63027	0.50928	1.45833	bias	599	24.17067
00810	-0.00289	0.00018		0.2	-0.03121	0.03768	-0.72253	0.64379		0.67449	0.04312	0.15652	0.72253	bias	600	30.36599
00811	0.00216	9e-05	0.07499	0.2	-0.05108	0.04074	0.84185	0.31838	1.57751	0.67449	-0.45907	0.37151	1.57751	asymmetry	599	30.1177
00812	-0.00278	-9e-05	0.04312	0.2	-0.02516	0.04394	-0.68985	-0.36843	0.56937	0.67449	0.1959	0.59629	0.68985	bias	599	26.45862
00814	0.00052	0.00043		0.0	0.02924	0.02712	0.33235	1.5883		-0.67449	1.57016	-0.58655	1.5883	drift	600	19.48364
00815	-0.00276	0.00027	0.02736	0.1	-0.09408	0.03563	-0.68196	0.98461	0.07096	0.0	-1.54534	0.01187	1.54534	gain_dev	349	12.78526
00816	0.00185	-3e-05		0.1	-0.01381	0.02419	0.74681	-0.13187		0.0	0.48265	-0.7924	0.7924	hf_noise	600	20.08834
00817	0.00034	-2e-05		0.2	-0.07723	0.03377	0.27678	-0.07881		0.67449	-1.11975	-0.1187	1.11975	gain_dev	600	24.99691
00818	0.00573	-0.00047	0.03904	0.1	-0.03035	0.03264	1.94718	-1.75858	0.44018	0.0	0.06473	-0.1985	1.94718	bias	587	16.83897
00819	0.0013	4e-05		0.2	-0.37972	0.03026	0.57547	0.13571		0.67449	-8.76211	-0.36573	8.76211	gain_dev	600	23.99513
00820	0.00146	0.0		0.2	-0.10794	0.0234	0.62405	-0.00633		0.67449	-1.89557	-0.84812	1.89557	gain_dev	599	22.95259
00821	-0.00105	-0.00015	0.02357	0.0	-0.02033	0.03753	-0.15205	-0.56462	-0.04896	-0.67449	0.31778	0.14538	0.67449	lag	600	23.74033
00822	-0.00808	-3e-05		0.1	-0.0315	0.04062	-2.33102	-0.13222		0.0	0.03562	0.36286	2.33102	bias	600	34.43644
00823	-0.00524	-0.00027		0.1	-0.07038	0.03294	-1.45159	-1.02246		0.0	-0.94658	-0.17699	1.45159	bias	600	27.03086
00824	-0.00015	-6e-05		0.1	-0.07599	0.00964	0.12537	-0.25376		0.0	-1.08831	-1.81602	1.81602	hf_noise	479	12.42432
00825	0.00309	-0.00032		0.1	-0.09341	0.03501	1.12952	-1.18881		0.0	-1.52856	-0.03144	1.52856	gain_dev	600	34.42729
00826	-0.00129	-0.00032	0.01992	0.1	-0.00289	0.08601	-0.22861	-1.21746	-0.16451	0.0	0.75853	3.55558	3.55558	hf_noise	600	21.75115
00827	-0.00233	0.00024		0.2	-0.04993	0.02696	-0.55074	0.8677		0.67449	-0.4299	-0.59807	0.8677	drift	599	23.90367
00829	8e-05	0.00027	0.0232	0.2	-0.01518	0.0536	0.19606	0.99065	-0.06094	0.67449	0.44801	1.2759	1.2759	hf_noise	600	25.73074
00830	-0.00175	-1e-05		0.2	-0.0819	0.0174	-0.3694	-0.05754		0.67449	-1.23765	-1.27001	1.27001	hf_noise	600	19.2503
00831	0.00274	0.00023	0.02698	0.1	-0.02864	0.04836	1.02125	0.81634	0.05877	0.0	0.10804	0.90732	1.02125	bias	599	23.59479
00833	0.00261	0.00019	-0.00075	0.1	-0.00156	0.03627	0.98036	0.66658	-0.81859	0.0	0.79219	0.05678	0.98036	bias	600	20.00602
00835	-0.00281	4e-05		0.1	-0.22335	0.01074	-0.69814	0.11407		0.0	-4.81146	-1.73852	4.81146	gain_dev	555	10.32098
00836	-0.00427	0.0004		0.2	-0.19722	0.02964	-1.15089	1.4735		0.67449	-4.15114	-0.40929	4.15114	gain_dev	599	23.38485
00837	-0.00125	-0.00066	0.06522	0.1	-0.02948	0.04091	-0.21459	-2.47479	1.26843	0.0	0.08682	0.3834	2.47479	drift	600	19.73496
00838	-0.00958	-0.00059	0.24767	0.0	-0.21013	0.05985	-2.79791	-2.19962	7.04045	-0.67449	-4.47731	1.7156	7.04045	asymmetry	600	23.95202
00839	-0.00558	-0.0001		0.2	-0.24614	0.02647	-1.55822	-0.39832		0.67449	-5.38716	-0.63239	5.38716	gain_dev	600	30.19032
00840	-0.00084	0.00012		0.2	-0.13692	0.02006	-0.08811	0.41058		0.67449	-2.62785	-1.08286	2.62785	gain_dev	599	13.89465
00841	-0.00127	-9e-05		0.1	-0.01708	0.02182	-0.22091	-0.37265		0.0	0.40004	-0.95959	0.95959	hf_noise	517	11.39725
00842	0.00012	7e-05	0.00308	0.1	-0.07066	0.00544	0.20969	0.25361	-0.69742	0.0	-0.95357	-2.11128	2.11128	hf_noise	455	6.40286
00843	0.00173	-0.00048		0.2	-0.02966	0.04868	0.70795	-1.80612		0.67449	0.08215	0.92979	1.80612	drift	600	34.57898
00844	-0.00029	-0.00021		0.1	-0.22638	0.03058	0.08206	-0.79559		0.0	-4.88786	-0.3435	4.88786	gain_dev	599	25.3635
00845	0.00115	0.00013	0.13187	0.1	-0.15343	0.0406	0.52749	0.4753	3.37693	0.0	-3.04474	0.36126	3.37693	asymmetry	600	22.53592
00846	-0.0004	0.00012	0.02836	0.0	-0.02634	0.01428	0.04987	0.42716	0.10243	-0.67449	0.16601	-1.48963	1.48963	hf_noise	531	12.30892
00847	-0.00537	0.00018	0.0051	0.1	-0.0087	0.03255	-1.49152	0.6264	-0.63328	0.0	0.61172	-0.20489	1.49152	bias	599	32.23156
00848	0.00131	8e-05	-0.00238	0.0	0.00133	0.01576	0.57736	0.28058	-0.87012	-0.67449	0.86509	-1.38549	1.38549	hf_noise	584	8.74477
00850	0.00122	-0.00018	0.01507	0.1	-0.05145	0.02563	0.54918	-0.67496	-0.31786	0.0	-0.46829	-0.69146	0.69146	hf_noise	600	15.75689
00851	0.00411	0.0001	0.02841	0.0	-0.02162	0.03282	1.44568	0.36637	0.10401	-0.67449	0.28531	-0.18567	1.44568	bias	534	10.12809
00852	-0.00409	0.00016		0.0	-0.05223	0.00779	-1.09527	0.58554		-0.67449	-0.488	-1.94643	1.94643	hf_noise	312	8.30605
00853	-0.003	-0.00021	0.05076	0.1	-0.04858	0.04375	-0.75703	-0.78565	0.81113	0.0	-0.39573	0.58304	0.81113	asymmetry	599	19.95768
00854	-0.01838	-0.00262	0.05999	0.0	-0.02133	0.03274	-5.52376	-9.70106	1.10316	-0.67449	0.29267	-0.19138	9.70106	drift	387	20.72061
00855	-0.00146	-5e-05		0.2	-0.02747	0.01242	-0.2791	-0.18961		0.67449	0.13745	-1.6205	1.6205	hf_noise	491	14.11077
00856	0.00165	0.00044	0.03695	0.1	-0.03974	0.03118	0.6828	1.59264	0.37427	0.0	-0.17249	-0.30132	1.59264	drift	600	25.9933
00857	0.00418	-0.00049	0.19908	0.2	-0.12543	0.05239	1.46764	-1.82479	5.50314	0.67449	-2.33743	1.19077	5.50314	asymmetry	599	22.47637
00858	-0.00191	-0.00046		0.1	-0.01589	0.06161	-0.4196	-1.74111		0.0	0.43014	1.83924	1.83924	hf_noise	599	25.6918
00859	-0.00768	0.00081		0.0	-0.02022	0.02547	-2.20965	2.99422		-0.67449	0.32076	-0.70272	2.99422	drift	468	18.31146
00860	-0.00206	-0.00012	0.06561	0.1	-0.14617	0.03117	-0.46701	-0.47453	1.28074	0.0	-2.86146	-0.30162	2.86146	gain_dev	593	19.54136
00861	0.00389	-0.00076	-0.04309	0.0	0.04998	0.02972	1.37672	-2.84736	-2.15787	-0.67449	2.09432	-0.40354	2.84736	drift	452	21.50922
00862	-0.00346	-0.00011	0.0516	0.1	-0.07167	0.03306	-0.89935	-0.44064	0.83756	0.0	-0.9793	-0.16891	0.9793	gain_dev	600	18.2885
00863	0.00036	0.00055	0.06035	0.1	-0.04563	0.06484	0.28425	2.00102	1.11436	0.0	-0.32122	2.06617	2.06617	hf_noise	599	27.85859
00864	0.00278	-0.00069	0.01373	0.1	-0.01737	0.05394	1.03412	-2.56872	-0.36041	0.0	0.39271	1.30002	2.56872	drift	600	26.64883
00865	-0.00058	-0.00019		0.2	-0.14246	0.01679	-0.00671	-0.73298		0.67449	-2.76758	-1.31331	2.76758	gain_dev	498	18.26059
00866	0.01049	2e-05	0.03526	0.1	-0.01923	0.06263	3.425	0.04406	0.32079	0.0	0.34571	1.91083	3.425	bias	600	30.56898
00867	-0.00257	0.00021	0.02749	0.1	-0.02716	0.0239	-0.62279	0.76519	0.07505	0.0	0.14541	-0.81328	0.81328	hf_noise	600	19.02408
00868	0.01017	0.00071	0.03365	0.0	-0.02077	0.02793	3.32326	2.61579	0.26979	-0.67449	0.30671	-0.52962	3.32326	bias	599	21.37946
00869	-0.00466	-0.0001		0.1	-0.05955	0.03743	-1.27313	-0.38202		0.0	-0.67298	0.13837	1.27313	bias	600	27.46442
00870	0.00163	-8e-05		0.1	0.04162	0.00733	0.67763	-0.3224		0.0	1.88297	-1.97879	1.97879	hf_noise	446	5.85944
00871	0.00252	0.00032		0.1	-0.05085	0.03759	0.9527	1.17417		0.0	-0.45312	0.14977	1.17417	drift	599	30.32117
00872	-0.00145	-0.00036	0.00524	0.1	0.03525	0.01032	-0.278	-1.35321	-0.62901	0.0	1.72207	-1.76813	1.76813	hf_noise	414	8.44962
00873	-0.00655	4e-05	0.03481	0.0	-0.02958	0.08627	-1.85731	0.13935	0.30665	-0.67449	0.0843	3.57397	3.57397	hf_noise	599	14.18085
00874	0.00149	0.00027		0.2	-0.30558	0.02707	0.63348	0.99285		0.67449	-6.8888	-0.59019	6.8888	gain_dev	600	28.03602
00875	-0.00201	-0.00014		0.1	-0.06776	0.04926	-0.4518	-0.53001		0.0	-0.88032	0.97076	0.97076	hf_noise	600	22.72668
00876	0.00084	0.00025	0.06609	0.1	-0.02919	0.03292	0.43304	0.92131	1.29618	0.0	0.09399	-0.17895	1.29618	asymmetry	600	22.34602
00877	0.00606	-3e-05	0.01328	0.0	-0.0136	0.04123	2.05111	-0.13808	-0.37469	-0.67449	0.48799	0.40584	2.05111	bias	600	23.36794
00878	0.00494	-0.00027	0.0788	0.0	-0.00907	0.04037	1.70222	-1.02052	1.69813	-0.67449	0.6025	0.34523	1.70222	bias	599	19.30402
00879	0.00065	0.00033	0.04905	0.1	-0.05608	0.03545	0.37298	1.21497	0.75685	0.0	-0.58543	-0.00041	1.21497	drift	600	21.87741
00880	-0.00383	-0.00012	0.00982	0.1	-0.00869	0.0439	-1.01391	-0.4753	-0.48408	0.0	0.61196	0.59352	1.01391	bias	599	26.75148
00881	-0.00113	1e-05		0.2	-0.14609	0.0102	-0.17642	-0.00076		0.67449	-2.85948	-1.77637	2.85948	gain_dev	599	13.1757
00882	0.00417	-0.0005	0.00385	0.1	-0.0053	0.0433	1.46598	-1.87344	-0.67288	0.0	0.69768	0.55175	1.87344	drift	599	26.37002
00883	0.00014	0.0001	-0.01012	0.0	-0.00137	0.02098	0.21523	0.33316	-1.115	-0.67449	0.79689	-1.01859	1.115	asymmetry	504	10.35432
00884	0.00018	0.00023	0.04504	0.2	-0.06064	0.0487	0.22705	0.839	0.63022	0.67449	-0.70059	0.93126	0.93126	hf_noise	599	23.66677
00885	-0.00295	-0.00076	0.04142	0.1	-0.04177	0.07368	-0.74268	-2.84438	0.51562	0.0	-0.22366	2.6881	2.84438	drift	600	30.89418
00886	-0.00079	1e-05	0.01147	0.1	-0.02462	0.00657	-0.07139	0.00873	-0.43187	0.0	0.2094	-2.03207	2.03207	hf_noise	495	7.23484
00887	-0.00214	-0.00024	0.05353	0.2	-0.04879	0.04906	-0.48969	-0.92351	0.89884	0.67449	-0.40122	0.95655	0.95655	hf_noise	600	24.82374
00888	0.00034	-0.0		0.1	-0.01929	0.03826	0.27741	-0.02586		0.0	0.34409	0.19683	0.34409	gain_dev	598	21.06878
00889	0.00302	0.00064	0.07013	0.1	-0.03341	0.06373	1.10708	2.34394	1.42371	0.0	-0.0125	1.98836	2.34394	drift	600	22.7731
00890	-0.00116	8e-05		0.2	-0.00037	0.01428	-0.18702	0.27608		0.67449	0.82219	-1.4897	1.4897	hf_noise	579	11.39457
00891	-1e-05	0.00142	0.02759	0.0	-0.0335	0.05109	0.17041	5.2458	0.07815	-0.67449	-0.01487	1.09968	5.2458	drift	600	24.34242
00892	-0.00259	-0.00033	0.0695	0.1	-0.02768	0.06029	-0.63091	-1.24059	1.40391	0.0	0.13216	1.74617	1.74617	hf_noise	491	15.83537
00893	-0.00145	-0.00022	-0.02018	0.1	0.01895	0.02892	-0.27829	-0.84356	-1.43298	0.0	1.31041	-0.45969	1.43298	asymmetry	600	16.70458
00894	0.00673	3e-05	0.01993	0.1	-0.06808	0.06218	2.25846	0.1023	-0.16425	0.0	-0.8884	1.87917	2.25846	bias	599	20.44338
00895	0.00807	-0.00032		0.1	-0.10183	0.03652	2.67465	-1.21046		0.0	-1.74121	0.07434	2.67465	bias	599	27.31857
00896	0.00075	-2e-05		0.2	-0.49425	0.01273	0.40472	-0.08914		0.67449	-11.65563	-1.59844	11.65563	gain_dev	430	11.05101
00897	-0.00601	0.00032	0.02051	0.1	-0.02128	0.03785	-1.69107	1.16829	-0.14574	0.0	0.29396	0.16814	1.69107	bias	443	16.28217
00898	-0.00124	0.00043		0.2	-0.12497	0.04278	-0.21341	1.56315		0.67449	-2.32584	0.51472	2.32584	gain_dev	599	25.98768
00899	0.00144	0.00014	0.05082	0.1	-0.04635	0.02382	0.61949	0.48955	0.81302	0.0	-0.33944	-0.81838	0.81838	hf_noise	599	13.51772
00900	-0.00053	0.00022	-0.0104	0.0	0.00287	0.02297	0.00861	0.79225	-1.12359	-0.67449	0.90416	-0.87825	1.12359	asymmetry	403	11.11958
00901	-0.00056	0.00033	0.01289	0.1	0.0128	0.02366	-0.00062	1.18444	-0.38696	0.0	1.15486	-0.83021	1.18444	drift	600	14.76209
00902	-0.0012	0.00042		0.1	-0.03028	0.04289	-0.19826	1.54427		0.0	0.06654	0.52271	1.54427	drift	600	34.88465
00903	-0.00093	-0.00014		0.3	-0.12773	0.01063	-0.11448	-0.52879		1.34898	-2.39564	-1.7467	2.39564	gain_dev	474	13.76528
00904	-6e-05	6e-05	-0.00315	0.1	0.01483	0.01201	0.15531	0.20995	-0.8943	0.0	1.20616	-1.64912	1.64912	hf_noise	600	8.94274
00905	0.01541	0.00058	0.01733	0.1	-0.01003	0.0371	4.9482	2.13923	-0.24649	0.0	0.5781	0.11538	4.9482	bias	578	17.14807
00906	0.00214	3e-05	0.01665	0.2	-0.01213	0.04432	0.83527	0.07209	-0.26815	0.67449	0.52509	0.62333	0.83527	bias	599	29.09592
00907	-0.00124	-2e-05		0.2	-0.00557	0.01836	-0.21306	-0.09214		0.67449	0.69088	-1.20282	1.20282	hf_noise	599	21.35064
00908	-0.00241	-0.00055	0.03576	0.1	-0.07357	0.04353	-0.57462	-2.06086	0.33646	0.0	-1.02721	0.56731	2.06086	drift	600	22.92857
00909	0.00258	-6e-05		0.2	-0.31775	0.04248	0.97178	-0.25808		0.67449	-7.19631	0.49348	7.19631	gain_dev	600	33.41313
00910	-0.00065	5e-05		0.1	-0.07234	0.02943	-0.03033	0.1687		0.0	-0.99601	-0.42409	0.99601	gain_dev	514	17.93593
00911	-0.0026	-6e-05	0.02447	0.2	-0.03095	0.03722	-0.63365	-0.22588	-0.02047	0.67449	0.04958	0.12399	0.67449	lag	583	17.71523
00912	-0.00048	2e-05	-0.00879	0.1	0.00714	0.04334	0.0226	0.06951	-1.07288	0.0	1.01185	0.55451	1.07288	asymmetry	600	12.92838
00913	0.00184	0.00018		0.1	0.01293	0.02561	0.74354	0.64439		0.0	1.15823	-0.69296	1.15823	gain_dev	599	22.59149
00914	0.00647	-3e-05	0.03531	0.1	-0.01777	0.04564	2.17737	-0.14816	0.32234	0.0	0.38262	0.71628	2.17737	bias	600	30.69404
00915	-0.00298	0.00027		0.2	-0.21867	0.03778	-0.75265	0.97333		0.67449	-4.69311	0.16296	4.69311	gain_dev	600	34.43198
00916	-0.00266	0.00011		0.1	0.05886	0.01468	-0.65303	0.36833		0.0	2.31856	-1.4617	2.31856	gain_dev	600	12.89148
00918	-0.00944	-0.00044	0.05058	0.1	-0.03524	0.03235	-2.75503	-1.65757	0.80529	0.0	-0.05889	-0.21868	2.75503	bias	599	17.79712
00920	-0.0062	0.00032	-0.02116	0.0	0.00743	0.03328	-1.75048	1.14966	-1.46415	-0.67449	1.01926	-0.15308	1.75048	bias	600	15.46062
00921	0.00046	2e-05		0.2	-0.29904	0.01798	0.31474	0.04467		0.67449	-6.72374	-1.22938	6.72374	gain_dev	599	17.97236
00922	-0.00417	-6e-05	0.03284	0.2	-0.02722	0.05293	-1.12084	-0.23783	0.24414	0.67449	0.14381	1.22908	1.22908	hf_noise	599	25.60571
00923	-0.0023	0.00072	0.0126	0.0	-0.0069	0.04289	-0.54189	2.63675	-0.39622	-0.67449	0.65709	0.52253	2.63675	drift	599	24.20237
00924	-0.00166	-8e-05		0.2	-0.23472	0.0384	-0.34294	-0.30785		0.67449	-5.09866	0.2067	5.09866	gain_dev	600	28.18444
00925	0.00389	4e-05		0.2	-0.1885	0.03426	1.37728	0.13565		0.67449	-3.93089	-0.08438	3.93089	gain_dev	599	24.30264
00926	0.00511	-0.0004	0.00019	0.0	-0.0043	0.05459	1.75666	-1.48832	-0.78885	-0.67449	0.72277	1.34571	1.75666	bias	599	28.56762
00927	-0.00419	4e-05	0.05169	0.1	-0.0489	0.04739	-1.12544	0.11583	0.8406	0.0	-0.40379	0.83931	1.12544	bias	599	24.21747
00928	-0.00196	0.00017	0.03013	0.2	-0.02455	0.04315	-0.43556	0.605	0.15849	0.67449	0.2113	0.54059	0.67449	lag	600	25.70776
00929	-0.00255	0.00046		0.1	-0.05346	0.04236	-0.61932	1.69292		0.0	-0.51907	0.48554	1.69292	drift	335	17.59961
00930	0.00235	-4e-05	-0.01217	0.1	0.01506	0.03851	0.90018	-0.18547	-1.17968	0.0	1.21201	0.21447	1.21201	gain_dev	513	14.67492
00931	-0.0032	0.00036	0.08784	0.1	-0.13726	0.03491	-0.81938	1.32935	1.98407	0.0	-2.63637	-0.03875	2.63637	gain_dev	600	25.76269
00932	-0.0007	0.00047		0.2	-0.04258	0.06111	-0.04569	1.71092		0.67449	-0.24427	1.80441	1.80441	hf_noise	600	33.31639
00933	-0.00058	0.00019		0.0	-0.01381	0.02405	-0.00829	0.67128		-0.67449	0.4827	-0.80222	0.80222	hf_noise	600	28.37918
